id,category,ja_name,en_name,render,price,default_unlocked,tags,concept,art_prompt
partyfireworks,celebration,おいわいのはなび,Party Fireworks,image,240,false,celebration;party;night;cute;tone:cute-flat,お祝いの花火。夜空に色とりどりの花火・ガーランド・提灯は脇と空、中央の広場は空けて明るめ,"soft flat children's illustration, premium high-quality, clean and adorable, dynamic sweeping composition with a strong sense of movement, a festive celebration night, colorful fireworks bursting across the sky and paper lanterns and bunting and balloons on the left and right, a cheerful town square, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
rewardroom,celebration,ごほうびルーム,Reward Room,image,240,false,celebration;reward;treasure;cute;tone:cute-flat,きらきらごほうびの部屋。宝箱・金貨・星・リボンは脇、中央の床は空けて明るめ,"soft flat children's illustration, premium high-quality, clean and adorable, a sparkly magical reward room, open treasure chests overflowing with gold coins and gems and shiny stars and ribbons and gift boxes glittering on the left and right, warm golden sparkle light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
auroracoast,nightsky,オーロラのうみべ,Aurora Coast,image,260,false,nightsky;aurora;sea;night;cinematic;tone:semi-real-cinematic,海辺の上に揺らめくオーロラ。緑紫のオーロラが空にうねり海に映る、岩は脇、中央の海面は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, dynamic sweeping composition with a strong sense of movement, vivid green and purple aurora borealis rippling and dancing across a starry night sky over a calm sea, the aurora reflecting on the water, dark rocks and snowy shore on the left and right, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
starfallsea,nightsky,ほしふるうみ,Starfall Sea,image,260,false,nightsky;meteor;sea;night;cinematic;tone:semi-real-cinematic,海の上に降り注ぐ流星。無数の流れ星が斜めに走り海に映る、岩礁は脇、中央の海面は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, dynamic sweeping composition with a strong sense of movement, countless shooting stars and meteors streaming diagonally down a brilliant starry night sky over a calm ocean, the falling lights reflected on the water, sea stacks on the left and right, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
milkywaylake,nightsky,てんのがわのみずうみ,Milky Way Lake,image,260,false,nightsky;galaxy;water;night;cinematic;tone:semi-real-cinematic,天の川が映る湖。色鮮やかな天の川が空に弧を描き湖面に映る、もみの木は脇、中央の湖面は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a breathtaking Milky Way arcing across a deep starry night sky mirrored on a perfectly calm mountain lake, silhouetted pine trees and peaks on the left and right, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
auroramountain,nightsky,オーロラのゆきやま,Aurora Peaks,image,260,false,nightsky;aurora;winter;night;cinematic;tone:semi-real-cinematic,雪山の上のオーロラ。緑のオーロラが雪峰の上にうねる、もみの木は脇、中央の雪原は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, dynamic sweeping composition with a strong sense of movement, brilliant green and teal aurora swirling over snow-capped mountain peaks under a starry sky, snowy fir trees on the left and right, soft snow glow, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
cometnight,nightsky,すいせいのよぞら,Comet Night,image,240,false,nightsky;comet;night;cinematic;tone:semi-real-cinematic,大きな彗星が横切る夜空。長い尾を引く彗星と満天の星、丘は脇、中央のひらけた丘は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, dynamic sweeping composition with a strong sense of movement, a bright comet with a long glowing tail sweeping across a vast starry night sky over rolling grassy hills, a few silhouetted trees on the left and right, soft starlight, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
glowingsea,nightsky,ひかるうみ,Glowing Sea,image,260,false,nightsky;sea;bioluminescent;night;cinematic;tone:semi-real-cinematic,夜光虫で青く光る海と星空。打ち寄せる波が青く光る、岩と椰子は脇、中央の渚は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, dynamic sweeping composition with a strong sense of movement, a magical bioluminescent sea glowing electric blue at night under a brilliant starry sky, glowing waves rolling onto the shore, dark palms and rocks on the left and right, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
desertstars,nightsky,さばくのほしぞら,Desert Stars,image,240,false,nightsky;desert;night;cinematic;tone:semi-real-cinematic,砂漠の星空。砂丘の上に満天の星と天の川、砂丘の稜線は脇、中央の砂地は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a vast starry night sky and Milky Way over rolling sand dunes, smooth dune ridges curving on the left and right, soft moonlight on the sand, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
starrycape,nightsky,ほしぞらのみさき,Starry Cape,image,260,false,nightsky;sea;cliff;night;cinematic;tone:semi-real-cinematic,岬から望む満天の星と海。星空と海、灯台/岩は脇、中央の海と岩棚は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a stunning vast starry night sky over the open sea seen from a cliff cape, a small lighthouse glow and dark rocks on the left and right, gentle moonlit waves, a flat EMPTY open foreground center (calm water or ground) kept empty and mid-bright, NOT pitch dark, softly lit by the sky glow (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
cruiseship,vehicle,ごうかきゃくせん,Cruise Ship,image,260,false,vehicle;sea;travel;cinematic;tone:semi-real-cinematic,豪華客船の甲板から海。白い大型客船・デッキの設備は脇、夕焼けの海、中央のデッキ床は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a magnificent white luxury cruise ship sailing on a calm ocean at golden sunset, the grand deck with railings and lifeboats and a pool framing the left and right, distant islands and seabirds, warm glowing sky reflected on gentle waves, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
airshow,vehicle,エアショー,Air Show,image,260,false,vehicle;sky;cinematic;tone:semi-real-cinematic,曲技飛行のエアショー。色つきスモークを引くジェット編隊は空の脇、観覧の草原、中央の地面/空は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a thrilling aerobatic air show, a formation of sleek jets streaking across the blue sky trailing ribbons of red blue and white smoke on the left and right, a sunny grassy viewing field below, fluffy clouds and bright daylight, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
steamtrain,vehicle,じょうききかんしゃ,Steam Train,image,240,false,vehicle;travel;mountain;cinematic;tone:semi-real-cinematic,山岳を走る蒸気機関車。黒い機関車・鉄橋・渓谷は脇、紅葉と山、中央の谷/線路手前は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a classic black steam locomotive puffing white steam crossing a stone viaduct through a dramatic mountain valley, autumn forests and a winding river and distant peaks framing the left and right, warm afternoon light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
submarine,vehicle,しんかいたんさてい,Deep-Sea Sub,image,240,false,vehicle;sea;scifi;cinematic;tone:semi-real-cinematic,深海探検の潜水艇。黄色い潜水艇・サーチライト・発光生物は脇、青い深海、中央の水中空間は空けて暗すぎない,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a bright yellow deep-sea explorer submarine with glowing searchlights drifting through the deep blue ocean, schools of fish and glowing bioluminescent jellyfish and rocky coral spires on the left and right, soft shafts of light from above, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
tallship,vehicle,だいこうかいのはんせん,Tall Ship,image,240,false,vehicle;sea;travel;cinematic;tone:semi-real-cinematic,大航海の帆船。大きな帆を張った木造帆船は脇、青い大海原と雲、中央の海面/甲板手前は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a majestic wooden tall sailing ship with billowing white sails positioned to the RIGHT side of the scene (NOT in the center), its masts ropes and flags on the right edge, a vast open blue ocean with rolling waves stretching across the LEFT and the foreground center which is kept completely open empty sea water and mid-bright, dramatic cumulus clouds and bright sea light, no people, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
cablecar,vehicle,やまのロープウェイ,Cable Car,image,220,false,vehicle;mountain;travel;cinematic;tone:semi-real-cinematic,山のロープウェイ。ゴンドラ・支柱・ケーブルは脇、雄大な山と谷、中央の空中/眺望は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a scenic mountain aerial cable car gondola gliding high above a green valley, support towers and cables and a rounded gondola cabin framing the left and right, snow-capped peaks and pine forests and a bright sky below, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
aquariumtunnel,sea,すいぞくかんトンネル,Aquarium Tunnel,image,240,false,sea;aquarium;indoor;cinematic;tone:semi-real-cinematic,水族館の水中トンネル。ガラス越しに魚やエイが頭上を泳ぐ、岩礁は脇、中央の通路床は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, the inside of a glass underwater aquarium tunnel, colorful fish and gentle rays and a shark gliding overhead beyond the curved glass, coral and rocks and swaying kelp on the left and right, dreamy blue-green underwater light rays, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape (keep the tunnel walkway floor empty)"
whaleswim,sea,クジラとおよぐ,Swim with Whale,image,260,false,sea;animal;cinematic;tone:semi-real-cinematic,クジラと泳ぐ青い海。巨大なクジラは脇〜奥をゆったり泳ぐ、光のシャフト、中央の水中空間は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a serene sunlit blue ocean where a gigantic gentle whale glides through the water to the side and background, small fish and drifting bubbles and soft beams of sunlight from the surface on the left and right, calm deep-blue water, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
jellyfishtank,sea,クラゲのすいそう,Jellyfish Tank,image,240,false,sea;aquarium;animal;night;cinematic;tone:semi-real-cinematic,光るクラゲの水槽。ふわふわ発光するクラゲは脇、青紫のグラデ、中央の水中空間は空けて暗すぎない,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a mesmerizing jellyfish aquarium exhibit, many softly glowing translucent jellyfish drifting on the left and right against a deep blue-and-purple gradient, gentle floating tentacles and tiny glowing particles, dreamy bioluminescent light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
dolphinshow,sea,イルカショー,Dolphin Show,image,220,false,sea;animal;show;tone:cute-flat,イルカショーのプール。ジャンプするイルカ・しぶき・スタンドは脇、青空、中央のプール水面は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a cheerful dolphin show at a seaside pool, happy dolphins leaping and splashing through hoops on the left and right, a curved spectator stand and flags and a bright blue sky with gulls, sparkling turquoise water, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
seaturtle,sea,ウミガメのうみ,Sea Turtle,image,200,false,sea;animal;nature;tone:cute-flat,ウミガメの泳ぐ南の海。ゆったり泳ぐウミガメ・サンゴ・小魚は脇、明るい海中、中央の砂底/水は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a bright tropical sea where cute sea turtles glide gracefully, friendly turtles and colorful coral and little fish and starfish on the left and right, gentle sunbeams and bubbles in clear turquoise water, soft rounded shapes, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
mantaray,sea,マンタのうみ,Manta Ray,image,240,false,sea;animal;cinematic;tone:semi-real-cinematic,マンタの舞う青い海。大きなマンタは脇〜頭上をゆったり、光のシャフト、中央の水中空間は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a tranquil sunlit blue ocean where graceful giant manta rays soar through the water on the left and right and overhead, schools of silver fish and soft beams of sunlight from above, clear deep-blue water and drifting bubbles, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
skylanternfest,festival,スカイランタン,Sky Lanterns,image,260,false,festival;night;world;cinematic;tone:semi-real-cinematic,夜空に放つ無数のスカイランタン。光るランタンは空一面〜脇、川面の反射、中央の空/水面は空けて暗すぎない,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a magical sky lantern festival at night, hundreds of glowing warm-orange paper lanterns floating up into a starry sky on the left and right, a calm river reflecting the golden lights below, distant trees and gentle mist, dreamy warm glow, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape, keep the center mid-bright with lantern reflections, not pitch dark"
riocarnival,festival,カーニバル,Carnival,image,260,false,festival;world;cinematic;tone:semi-real-cinematic,サンバ・カーニバルのパレード。羽飾りの山車・カラフルな飾りは脇、紙吹雪、中央の通り(無人)は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a vibrant samba carnival street parade, colorful feathered costumes and giant decorated floats and streamers and confetti on the left and right (generic original designs, no real logos or brands), a festive sunny avenue with palm trees, joyful bright colors, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape (keep the parade avenue center empty, no people in the center)"
holifestival,festival,いろのまつり,Color Festival,image,240,false,festival;world;spring;cinematic;tone:semi-real-cinematic,色粉を撒く春の祭り。舞い上がる色とりどりの粉雲は脇、はしゃぐ人影は端、中央の広場は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a joyful spring color powder festival, bursts of bright pink yellow blue and green powder clouds exploding into the air on the left and right, festive decorations and distant celebrating figures at the edges, a sunny open plaza, vivid colors and floating powder, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape (keep the plaza center clear)"
natsumatsuri,festival,なつまつり,Summer Festival,image,220,false,festival;japan;summer;night;tone:cute-flat,日本の夏祭り。屋台・赤提灯・金魚すくい・花火は脇、夜店の路地、中央の参道は空けて明るめ,"soft flat children's illustration, premium high-quality, clean and adorable, a Japanese summer night festival scene seen from the start of a wide stone approach path, a big torii gate in the distance and many round red and white paper lanterns strung overhead and along the sides, small simple food stalls with plain solid-color awnings set back on the far left and right, the awnings and everything are completely blank with absolutely NO signs NO banners NO letters NO words NO kanji NO numbers anywhere, small fireworks in the dark blue night sky, warm orange lantern glow, no people anywhere, the foreground is a wide open empty warmly-lit stone path, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
diwali,festival,ひかりのまつり,Diwali Lights,image,240,false,festival;world;night;cinematic;tone:semi-real-cinematic,ディワリ(光の祭り)。たくさんの小さな灯明・ランゴリ・灯る建物は脇、夜空に花火、中央の中庭は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a beautiful festival of lights at night, rows of tiny glowing oil lamps (diyas) and colorful floral rangoli patterns and softly lit ornate buildings on the left and right, fireworks blooming in the night sky, warm golden glow reflected on the courtyard, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape (keep the courtyard center mid-bright, not dark)"
dragondance,festival,りゅうのまい,Dragon Dance,image,220,false,festival;world;celebration;tone:cute-flat,新年の龍の舞。カラフルな龍/獅子の山車・赤提灯・爆竹の飾りは脇、にぎやかな通り、中央の道は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a festive lunar new year street celebration, a long colorful dancing dragon and a lion-dance costume held up on poles and red lanterns and paper decorations on the left and right (generic original folklore designs, no logos), confetti and a bright festive street, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape (keep the street center empty)"
